Date,VTI,EFA,VWO,SPY,IJH,IWM,EWU,VGK,EWJ,AXJL,GXC
07/05/2014,97.19,68.31,41.48,187.88,135.49,110.139,21.68,60.47,11.09,66.82,69.7
08/05/2014,96.93,68.32,41.37,187.675,134.86,109.03,21.77,60.51,11.05,66.82,69.2
09/05/2014,97.17,68.22,41.34,187.96,135.23,110.03,21.67,60.26,11.14,67.08,69.25
10/05/2014,,,,,,,,,,,
11/05/2014,,,,,,,,,,,
12/05/2014,98.27,68.67,42.01,189.785,137.17,112.53,21.83,60.78,11.15,67.44,71.04
13/05/2014,98.21,68.77,42.19,189.96,136.64,111.43,21.82,60.64,11.3,67.774,71.17
14/05/2014,97.67,68.64,42.47,189.06,135.44,109.62,21.77,60.56,11.24,68.052,71.89
15/05/2014,96.77,68.34,42.09,187.4,134.44,108.88,21.75,60.3,11.13,67.758,71.49
16/05/2014,97.18,68.49,42.61,188.05,135.09,109.57,21.86,60.34,11.15,68.695,72.01
17/05/2014,,,,,,,,,,,
18/05/2014,,,,,,,,,,,
19/05/2014,97.63,68.35,42.626,188.74,135.8,110.75,21.81,60.34,11.17,68.331,71.87
20/05/2014,96.9,67.92,42.27,187.55,134.41,109.06,21.63,60.03,11.04,67.592,71.55
21/05/2014,97.65,68.45,42.57,189.13,135.08,109.62,21.84,60.48,11.17,68.1405,72.53
22/05/2014,97.98,68.54,42.9,189.59,135.89,110.76,21.79,60.41,11.28,68.55,73.15
23/05/2014,98.49,68.72,42.9,190.35,136.82,111.97,21.71,60.42,11.39,68.5773,73.31
24/05/2014,,,,,,,,,,,
25/05/2014,,,,,,,,,,,
26/05/2014,,,,,,,,,,,
27/05/2014,99.14,69.21,42.55,191.52,137.71,113.58,21.77,60.91,11.48,68.3,73.13
28/05/2014,99.03,68.98,42.71,191.38,137.3,112.99,21.64,60.66,11.43,68.386,73.54
29/05/2014,99.56,69.4,42.76,192.37,137.92,113.37,21.76,60.94,11.56,68.75,73.53
30/05/2014,99.58,69.41,42.21,192.68,137.63,112.86,21.73,60.98,11.58,68.34,73.49
31/05/2014,,,,,,,,,,,
01/06/2014,,,,,,,,,,,
02/06/2014,99.7,69.55,42.42,192.895,138.17,112.25,21.74,60.94,11.72,68.736,73.96
03/06/2014,99.66,69.38,42.66,192.8,138.04,111.98,21.7,60.76,11.7,68.9,74.42
04/06/2014,99.87,69.36,42.42,193.19,138.77,112.42,21.64,60.7,11.78,68.482,73.85
05/06/2014,100.68,69.84,42.9,194.45,140.12,114.78,21.69,61.26,11.81,68.97,74.38
06/06/2014,101.2,70.22,43.36,195.375,140.99,115.88,21.85,61.72,11.81,69.02,74.4
07/06/2014,,,,,,,,,,,
08/06/2014,,,,,,,,,,,
09/06/2014,101.37,70.15,43.63,195.58,141.5,116.9,21.82,61.58,11.8,69.2135,75.03
10/06/2014,101.35,70,43.8,195.6,141.04,116.67,21.82,61.54,11.7,69.45,75.47
11/06/2014,101.01,69.65,43.65,194.92,140.65,116.1,21.77,61.14,11.73,68.83,75.08
12/06/2014,100.29,69.67,43.45,193.54,139.89,115.39,21.76,61.1,11.77,68.45,75.03
13/06/2014,100.62,69.72,43.61,194.13,140.29,115.59,21.78,61.01,11.83,68.836,75.83
14/06/2014,,,,,,,,,,,
15/06/2014,,,,,,,,,,,
16/06/2014,100.7,69.74,43.33,194.29,140.2,116.15,21.78,61.05,11.83,68.7788,75.86
17/06/2014,101.06,69.69,43.36,194.83,141.52,116.97,21.8,61.05,11.81,68.54,75.72
18/06/2014,101.81,70.29,43.86,196.255,142.07,117.76,21.93,61.57,11.97,69.012,76.31
19/06/2014,101.93,70.67,43.59,196.48,142.25,117.86,22.02,61.65,12.18,69.09,75.61
20/06/2014,102.17,70.55,43.61,195.94,142.53,118.25,22.01,61.54,12.19,68.882,74.5
21/06/2014,,,,,,,,,,,
22/06/2014,,,,,,,,,,,
23/06/2014,102.14,70.36,43.41,195.88,142.51,118.02,22.02,61.43,12.09,68.0224,73.9
24/06/2014,101.009,69.92,42.93,194.7,141.03,116.76,21.77,59.98,12.09,67.9099,73.69
25/06/2014,101.52,68.22,43.11,195.58,141.87,117.75,20.72,59.83,12.05,67.982,74.3
26/06/2014,101.46,68.27,43.09,195.44,141.58,117.55,20.79,59.8,12.01,68.5,75
27/06/2014,101.73,68.31,43.2,195.82,142.45,118.34,20.85,59.95,11.98,68.51,75.11
28/06/2014,,,,,,,,,,,
29/06/2014,,,,,,,,,,,
30/06/2014,101.77,68.37,43.13,195.72,143.08,118.81,20.88,59.95,12.04,68.42,75.24
01/07/2014,102.5,68.97,43.52,197.03,144.19,120.02,21.08,60.44,12.25,68.97,75.71
02/07/2014,102.44,69.08,43.78,197.23,143.44,119.1,21.18,60.505,12.22,69.46,76.69
03/07/2014,102.98,69.22,44.01,198.2,144.12,119.82,21.29,60.81,12.18,69.666,77.57
04/07/2014,,,,,,,,,,,
05/07/2014,,,,,,,,,,,
06/07/2014,,,,,,,,,,,
07/07/2014,102.44,68.68,44.1,197.51,142.79,117.77,21.16,60.17,12.09,69.6214,77.51
08/07/2014,101.66,67.96,43.91,196.24,141.74,116.34,20.86,59.29,12.05,69.274,76.6
09/07/2014,102.1,68.18,44.17,197.12,142.03,116.49,20.87,59.5,12.13,69.19,76.51
10/07/2014,101.65,67.43,43.9,196.34,141.15,115.25,20.72,58.78,11.92,69.041,76.15
11/07/2014,101.74,67.47,43.98,196.61,140.92,115.1,20.71,58.77,11.94,69.3801,76.53
12/07/2014,,,,,,,,,,,
13/07/2014,,,,,,,,,,,
14/07/2014,102.23,67.97,44.32,197.6,141.53,115.69,20.8,59.18,12.08,69.9212,77.42
15/07/2014,101.97,67.8,44.26,197.23,141.06,114.55,20.84,58.93,12.12,69.8501,77.42
16/07/2014,102.23,68.22,44.4,197.96,140.88,114.24,21,59.43,12.14,70.1408,77.84
17/07/2014,101.05,67.3499,43.55,195.71,139.31,112.48,20.73,58.52,12.06,69.57,76.7
18/07/2014,102.14,67.88,44.23,197.7099,141.01,114.23,20.86,58.97,12.12,70.06,77.33
19/07/2014,,,,,,,,,,,
20/07/2014,,,,,,,,,,,
21/07/2014,101.9,67.63,44.39,197.34,140.51,113.77,20.77,58.68,12.1,70.25,77.53
22/07/2014,102.42,67.93,44.85,198.2,141.18,114.73,20.89,58.99,12.14,71,78.76
23/07/2014,102.66,68.07,44.86,198.64,141.07,114.865,20.91,59.08,12.15,71.2875,79.41
24/07/2014,102.68,68.23,45.08,198.65,141.3,114.64,20.87,59.33,12.09,71.291,80.15
25/07/2014,102.14,67.95,44.9,197.72,140.3,113.6,20.85,58.93,12.13,70.861,80.77
26/07/2014,,,,,,,,,,,
27/07/2014,,,,,,,,,,,
28/07/2014,102.11,67.96,45.14,197.8,140.02,113.03,20.85,58.82,12.2,71.442,81.94
29/07/2014,101.74,67.82,44.73,196.95,139.4,113.34,20.79,58.66,12.17,71.35,81.56
30/07/2014,101.81,67.72,44.5,196.98,139.65,113.79,20.73,58.51,12.18,71.22,80.9
31/07/2014,99.74,66.59,43.72,193.09,136.76,111.1899,20.38,57.36,12,70.23,80.18
01/08/2014,99.49,66.13,43.98,192.5,136.72,110.68,20.22,56.86,11.99,70.851,80.6
02/08/2014,,,,,,,,,,,
03/08/2014,,,,,,,,,,,
04/08/2014,100.17,66.44,44.475,193.89,137.33,111.66,20.37,57.22,12.01,70.69,81.51
05/08/2014,99.29,65.59,43.81,192.01,136.65,111.38,20.21,56.49,11.82,70.14,80.57
06/08/2014,99.31,65.43,43.5,192.07,136.86,111.731,20.165,56.4,11.755,70.14,80.35
07/08/2014,98.79,64.9,43.3,191.03,136.35,111.19,20,55.79,11.72,69.83,79.9
08/08/2014,99.93,65.28,43.78,193.24,137.74,112.27,19.99,56.29,11.74,70.07,81.3
09/08/2014,,,,,,,,,,,
10/08/2014,,,,,,,,,,,
11/08/2014,100.29,65.53,44.41,193.795,138.34,113.34,20.09,56.4,11.85,70.6524,82.2
12/08/2014,100.11,65.48,44.42,193.53,137.88,112.56,20.14,56.39,11.83,70.79,82.15
13/08/2014,100.82,65.85,44.61,194.84,139.01,113.44,20.13,56.61,11.93,71.446,83.07
14/08/2014,101.26,66.2,44.64,195.76,139.59,113.61,20.23,56.95,11.95,71.57,82.35
15/08/2014,101.27,66.13,44.58,195.72,139.52,113.39,20.28,56.91,11.97,71.891,82.38
16/08/2014,,,,,,,,,,,
17/08/2014,,,,,,,,,,,
18/08/2014,102.18,66.56,45.04,197.36,141.14,115.04,20.46,57.35,12.01,72.47,82.95
19/08/2014,102.69,66.72,45.3,198.39,141.97,115.44,20.44,57.44,12.02,72.68,83.08
20/08/2014,102.93,66.51,45.23,198.92,142.35,114.95,20.38,57.21,11.95,72.9,82.77
21/08/2014,103.16,66.79,45.19,199.5,142.56,115.2,20.37,57.56,12.01,72.524,81.94
22/08/2014,103.01,66.47,44.99,199.19,142.44,115.21,20.34,57.24,11.92,72.524,81.94
23/08/2014,,,,,,,,,,,
24/08/2014,,,,,,,,,,,
25/08/2014,103.55,66.9,45.37,200.2,142.93,115.75,20.54,57.85,11.96,72.89,82.57
26/08/2014,103.74,66.91,45.62,200.33,143.39,116.8,20.42,57.93,11.9,72.72,82.5
27/08/2014,103.68,67.04,45.85,200.25,143.19,116.51,20.55,58.14,11.85,72.7701,82
28/08/2014,103.57,66.74,45.43,200.14,143,115.91,20.48,57.75,11.82,72.514,80.75
29/08/2014,103.88,66.71,45.4,200.71,143.66,116.56,20.54,57.78,11.8,72.4918,80.77
30/08/2014,,,,,,,,,,,
31/08/2014,,,,,,,,,,,
01/09/2014,,,,,,,,,,,
02/09/2014,103.96,66.84,45.49,200.61,144.14,117.2,20.43,57.71,11.92,72.8,81.51
03/09/2014,103.85,67.31,46.25,200.5,143.92,116.46,20.57,58.23,11.93,73.5301,83.59
04/09/2014,103.63,66.99,46.05,200.2101,143.42,116.01,20.4,57.9,11.89,73.565,83.56
05/09/2014,104.11,67,46.49,201.11,143.99,116.38,20.36,58.04,11.84,73.68,84.38
06/09/2014,,,,,,,,,,,
07/09/2014,,,,,,,,,,,
08/09/2014,103.9,66.29,45.95,200.59,143.85,116.56,19.93,57.23,11.83,73.18,83.98
09/09/2014,103.17,66.1,45.39,199.32,142.75,115.18,19.94,57.21,11.73,72.98,83.15
10/09/2014,103.56,66.48,45.19,200.07,142.93,115.86,20.15,57.45,11.86,72.36,82.25
11/09/2014,103.75,66.11,44.87,200.3,143.58,116.61,20.02,57.2,11.83,72.36,81.95
12/09/2014,103.08,66.02,44.26,199.13,142.25,115.37,20.03,57.22,11.79,71.35,81.55
13/09/2014,,,,,,,,,,,
14/09/2014,,,,,,,,,,,
15/09/2014,102.81,65.88,44.07,198.981,141.68,114.11,20.07,57.19,11.8,70.92,80.17
16/09/2014,103.54,66.16,44.63,200.48,142.46,114.43,20.12,57.4,11.82,71.5,80.79
17/09/2014,103.65,65.69,44.2,200.75,142.35,114.73,20.05,57.15,11.72,70.51,80.53
18/09/2014,104.18,66.2,44.3,201.82,142.83,115.43,20.24,57.67,11.79,70.7,80.6
19/09/2014,103.98,65.97,43.97,200.7,141.96,113.97,20.25,57.44,11.81,70.27,79.92
20/09/2014,,,,,,,,,,,
21/09/2014,,,,,,,,,,,
22/09/2014,103.02,65.68,43.32,199.15,140.06,112.37,20.14,57.23,11.8,68.505,78.22
23/09/2014,102.3566,65.13,43.04,198.01,138.91,111.32,19.78,56.48,11.78,68.42,78.13
24/09/2014,102.69,65.46,43.26,199.56,139.12,112.02,19.9,56.45,11.85,69.02,79.61
25/09/2014,101.08,64.5,42.26,196.34,137.21,110.13,19.61,55.51,11.82,67.95,78.17
26/09/2014,101.9,64.77,42.53,197.9,138.27,111.12,19.62,55.73,11.91,67.9,78.47
27/09/2014,,,,,,,,,,,
28/09/2014,,,,,,,,,,,
29/09/2014,101.72,64.17,41.62,197.54,137.93,111.03,19.55,55.31,11.84,66.9372,76.59
30/09/2014,101.24,64.12,41.71,197.02,136.74,109.35,19.38,55.22,11.77,66.79,76.65
01/10/2014,99.91,63.36,40.91,194.35,134.9,107.8,19.15,54.62,11.58,66.1,75.1
02/10/2014,99.96,62.68,41.16,194.38,135.21,108.83,18.92,53.98,11.36,65.6,75.29
03/10/2014,101.08,62.68,41.5,196.52,136.08,109.65,18.9,53.76,11.5,66.49,76.35
04/10/2014,,,,,,,,,,,
05/10/2014,,,,,,,,,,,
06/10/2014,100.88,63.08,42.24,196.29,135.78,108.71,19.13,54.22,11.47,66.949,77.54
07/10/2014,99.32,62.01,41.83,193.26,133.76,106.92,18.8,53.09,11.4,66.7171,77.02
08/10/2014,100.97,62.99,42.47,196.64,135.68,108.97,19.18,54.06,11.47,67.43,78.37
09/10/2014,98.89,61.3,41.88,192.74,132.46,106.03,18.6,52.43,11.18,66.655,77.13
10/10/2014,97.66,60.38,40.93,190.54,130.22,104.74,18.37,51.72,11.02,65.91,75.44
11/10/2014,,,,,,,,,,,
12/10/2014,,,,,,,,,,,
13/10/2014,96.1,60.3,41.43,187.4099,128.52,104.32,18.37,51.71,10.92,66.06,75.59
14/10/2014,96.4,60.45,41.62,187.7,129.73,105.54,18.36,51.79,10.99,66.0889,75.75
15/10/2014,95.86,60.09,41.04,186.43,129.72,106.6,18.1,51.23,10.93,65.69,75.71
16/10/2014,96.07,59.53,40.63,186.27,130.91,107.8,18.02,50.69,10.89,65.8705,75.56
17/10/2014,97.12,60.64,41.15,188.47,131.89,107.48,18.38,51.84,10.94,66.34,76.28
18/10/2014,,,,,,,,,,,
19/10/2014,,,,,,,,,,,
20/10/2014,98.09,61.02,41.18,190.3,133.32,108.74,18.39,52.06,11.16,66.34,76.5
21/10/2014,100.03,61.75,41.37,194.07,136.44,110.53,18.68,52.89,11.14,67.21,76.94
22/10/2014,99.25,61.3,41.04,192.69,135.07,108.95,18.49,52.31,11.15,66.85,76.62
23/10/2014,100.45,61.89,41.08,194.93,137.01,110.88,18.61,53.02,11.22,66.84,77.04
24/10/2014,101.15,62.23,41.47,196.43,137.48,111.07,18.71,53.24,11.26,67.2725,77.32
25/10/2014,,,,,,,,,,,
26/10/2014,,,,,,,,,,,
27/10/2014,101.01,61.88,41.04,196.16,137.5,111.01,18.64,52.96,11.28,66.74,76.34
28/10/2014,102.32,62.82,41.9,198.41,139.81,114.17,18.82,53.79,11.34,67.75,78.11
29/10/2014,102.17,62.34,41.82,198.11,139.57,113.9,18.73,53.22,11.4,68.234,78.28
30/10/2014,102.8,62.79,42.3,199.38,140.05,114.87,18.79,53.57,11.49,67.722,78.63
31/10/2014,104.02,63.95,42.64,201.66,141.58,116.56,19.01,54.17,12.06,68.81,79.59
01/11/2014,,,,,,,,,,,
02/11/2014,,,,,,,,,,,
03/11/2014,104.08,63.4,42.35,201.77,141.91,116.36,18.76,53.44,12.14,67.83,79.08
04/11/2014,103.7,63.04,42.39,201.07,141.33,115.82,18.78,53.35,11.82,67.7801,79.58
05/11/2014,104.19,63.16,42.14,202.34,141.76,116.03,18.93,53.72,11.76,67.34,78.98
06/11/2014,104.7,62.82,41.54,203.15,142.83,116.53,18.86,53.5,11.61,67.4899,78.96
07/11/2014,104.78,62.85,41.81,203.34,142.95,116.71,18.97,53.54,11.57,67.18,78.74
08/11/2014,,,,,,,,,,,
09/11/2014,,,,,,,,,,,
10/11/2014,105.1,63.13,41.84,203.98,143.35,117.29,19.03,53.78,11.66,68.084,79.26
11/11/2014,105.2,63.51,41.91,204.175,143.35,117.37,19.16,54.14,11.73,67.96,79.5
12/11/2014,105.18,62.97,41.79,203.96,143.7,117.9,18.98,53.5,11.67,67.64,79.66
13/11/2014,105.16,63.27,41.69,204.19,143.06,116.9,18.98,53.73,11.77,67.56,79.91
14/11/2014,105.17,63.36,42.13,204.24,143.04,116.69,18.94,53.74,11.77,68.2,81.56
15/11/2014,,,,,,,,,,,
16/11/2014,,,,,,,,,,,
17/11/2014,105.16,63.11,41.6,204.37,142.74,115.72,18.99,53.89,11.58,67.39,79.49
18/11/2014,105.78,63.8,41.81,205.55,143.59,116.39,19.1,54.65,11.74,67.39,78.75
19/11/2014,105.51,63.61,41.89,205.22,143.02,115.15,19.09,54.63,11.67,66.89,78.24
20/11/2014,105.81,63.23,41.82,205.58,143.7,116.44,19.05,54.4,11.55,66.44,77.89
21/11/2014,106.37,63.78,43.11,206.68,144.36,116.58,19.18,54.82,11.635,67.968,80.57
22/11/2014,,,,,,,,,,,
23/11/2014,,,,,,,,,,,
24/11/2014,106.76,64.15,42.78,207.26,145.34,117.97,19.25,55.29,11.66,67.81,80.25
25/11/2014,106.74,64.26,42.5,207.11,145.44,118.06,19.21,55.5,11.69,67.81,79.63
26/11/2014,106.98,64.51,42.94,207.64,145.41,118.45,19.36,55.72,11.66,67.96,81.6
27/11/2014,,,,,,,,,,,
28/11/2014,106.6,63.99,42.17,207.2,144.26,116.69,19.03,55.29,11.62,67.208,80.76
29/11/2014,,,,,,,,,,,
30/11/2014,,,,,,,,,,,
01/12/2014,105.7,63.93,41.395,205.76,142.4132,114.87,19.04,55.255,11.68,65.73,78.59
02/12/2014,106.36,64.11,41.38,207.085,143.33,116.25,19.17,55.28,11.775,66.38,79.87
03/12/2014,106.84,64.03,41.59,207.89,144.54,117.37,19.185,55.17,11.765,66.2879,79.29
04/12/2014,106.71,63.82,41.54,207.66,144.29,116.81,19.05,54.97,11.74,66.79,80.7
05/12/2014,106.95,63.96,41.51,208,144.52,117.69,19.09,55.24,11.75,66.55,81.25
06/12/2014,,,,,,,,,,,
07/12/2014,,,,,,,,,,,
08/12/2014,106.19,63.4,40.84,206.61,143.48,116.22,18.92,54.81,11.56,65.9476,80.36
09/12/2014,106.25,63.06,40.38,206.47,144.24,118.17,18.68,54.3,11.62,65.26,78.28
10/12/2014,104.51,62.26,39.8,203.1601,141.5,115.66,18.48,53.69,11.44,64.6015,77.57
11/12/2014,104.99,62.18,39.43,204.19,142.29,116.12,18.34,53.45,11.47,64.77,78.19
12/12/2014,103.34,60.98,38.84,200.89,140.25,114.71,17.79,52.26,11.36,64.039,77.32
13/12/2014,,,,,,,,,,,
14/12/2014,,,,,,,,,,,
15/12/2014,102.59,59.97,38.06,199.51,139.28,113.55,17.56,51.38,11.14,62.98,77.04
16/12/2014,101.83,60.4,37.71,197.91,139.04,113.39,17.86,51.95,11.15,63.39,76.59
17/12/2014,104.01,60.53,38.88,201.79,142.28,116.89,17.74,52.53,11.27,64,77.84
18/12/2014,106.47,61.61,39.48,206.78,144.69,118.63,18.15,53.64,11.45,64.3,78.45
19/12/2014,106.91,61.7,39.67,206.52,145.15,118.9,18.33,53.44,11.51,64.58,78.32
20/12/2014,,,,,,,,,,,
21/12/2014,,,,,,,,,,,
22/12/2014,106.77,62,40.01,207.47,145.75,119.71,18.4,53.5,11.48,65.52,79.31
23/12/2014,107.01,61.8,39.69,207.75,146.19,119.86,18.24,53.3,11.5,65.0199,78.36
24/12/2014,107.04,62.08,39.77,207.77,145.85,119.76,18.39,53.68,11.48,65.1538,77.96
25/12/2014,,,,,,,,,,,
26/12/2014,107.36,62.24,40.04,208.44,146.254,120.54,18.41,53.72,11.56,65.83,79.87
27/12/2014,,,,,,,,,,,
28/12/2014,,,,,,,,,,,
29/12/2014,107.59,61.79,39.91,208.72,146.93,121.05,18.25,53.26,11.44,65.7471,79.36
30/12/2014,107.06,61.22,40.02,207.6,146.32,120.34,18.13,52.8,11.3,65.39,78.65
31/12/2014,106,60.84,40.02,205.54,144.8,119.62,18.03,52.41,11.24,65.24,79.64
01/01/2015,,,,,,,,,,,
02/01/2015,105.92,60.58,39.56,205.43,144.59,118.93,17.86,52.14,11.26,64.8899,79.69
03/01/2015,,,,,,,,,,,
04/01/2015,,,,,,,,,,,
05/01/2015,104.1,59.15,38.93,201.72,142.42,117.34,17.41,50.62,11.13,64.09,79.52
06/01/2015,103.08,58.48,38.74,199.82,140.84,115.31,17.21,50.05,10.95,63.4399,79.04
07/01/2015,104.31,59.13,39.63,202.31,142.75,116.73,17.36,50.57,11.11,64.59,81.12
08/01/2015,106.15,59.93,40.3,205.9,144.95,118.71,17.67,51.3,11.245,65.41,81.76
09/01/2015,105.27,59.64,40.1,204.25,143.72,117.57,17.59,51,11.13,65.41,81.32
10/01/2015,,,,,,,,,,,
11/01/2015,,,,,,,,,,,
12/01/2015,104.52,59.5,39.74,202.65,142.84,117.18,17.52,50.99,11.09,64.97,80.48
13/01/2015,104.28,59.8,40.02,202.08,142.84,117.27,17.57,51.22,11.18,65.7301,81.21
14/01/2015,103.71,59.63,39.87,200.86,142.33,116.8,17.41,51.16,11.16,65.7301,80.365
15/01/2015,102.66,60.01,39.99,199.0199,140.74,114.83,17.51,51.45,11.24,65.4396,80.37
16/01/2015,104.0199,60.79,40.39,201.63,142.62,116.7,17.79,52.17,11.34,65.609,80.25
17/01/2015,,,,,,,,,,,
18/01/2015,,,,,,,,,,,
19/01/2015,,,,,,,,,,,
20/01/2015,104.17,61,40.25,202.055,142.26,116.21,17.95,52.53,11.43,65.38,79.8
21/01/2015,104.64,61.48,41.15,203.08,143.25,115.84,18.13,52.96,11.45,66.605,82.15
22/01/2015,106.23,61.71,42.02,206.1,145.86,118.2,18.29,53.11,11.5,67.538,83.3
23/01/2015,105.75,61.36,41.66,204.97,145.19,118.12,18.2,52.81,11.46,67.294,83.01
24/01/2015,,,,,,,,,,,
25/01/2015,,,,,,,,,,,
26/01/2015,106.19,62.2,41.71,205.45,146.89,119.26,18.47,53.66,11.59,67.1801,83.12
27/01/2015,104.95,62.29,41.49,202.74,145.82,118.69,18.48,53.68,11.61,67.07,81.87
28/01/2015,103.53,61.36,41,200.14,144.11,116.69,18.25,52.64,11.59,66.27,80.49
29/01/2015,104.52,62.2,41.04,201.9902,145.18,118.3,18.37,53.59,11.69,66.633,80.97
30/01/2015,103.1,61.22,39.94,199.45,143.17,115.7,18.04,52.68,11.49,65.57,79.26
31/01/2015,,,,,,,,,,,
01/02/2015,,,,,,,,,,,
02/02/2015,104.26,61.96,40.65,201.92,144.41,116.76,18.2,53.29,11.61,66.92,80.3
03/02/2015,105.86,62.95,41.37,204.84,147.01,118.85,18.65,54.49,11.59,67.48,81.43
04/02/2015,105.49,62.43,41.09,204.06,146.38,118.41,18.48,53.76,11.65,68.4834,81.83
05/02/2015,106.65,63.29,41.4,206.12,147.88,119.94,18.76,54.51,11.75,68.27,81.47
06/02/2015,106.33,62.5,40.72,205.55,147.34,119.81,18.56,53.69,11.65,67.5,79.75
07/02/2015,,,,,,,,,,,
08/02/2015,,,,,,,,,,,
09/02/2015,105.8,62.2,40.67,204.63,146.63,118.86,18.51,53.48,11.54,67.19,79.44
10/02/2015,106.88,62.77,40.6,206.81,147.81,119.62,18.58,54.01,11.69,67.19,80
11/02/2015,106.93,62.43,40.42,206.93,147.75,119.45,18.49,53.63,11.71,66.581,79.94
12/02/2015,107.96,63.4,41.36,208.92,149.1,120.81,18.82,54.78,11.79,67.54,80.61
13/02/2015,108.47,63.82,41.78,209.78,149.97,121.53,18.91,54.96,11.93,68.52,81.15
14/02/2015,,,,,,,,,,,
15/02/2015,,,,,,,,,,,
16/02/2015,,,,,,,,,,,
17/02/2015,108.64,63.97,41.65,210.11,150.06,121.91,18.9,55.12,11.92,68.32,81.38
18/02/2015,108.7,64.35,41.69,210.13,150.54,122.04,18.99,55.31,12.13,68.32,81.27
19/02/2015,108.67,64.43,41.56,209.98,150.29,122.05,18.97,55.23,12.22,68.113,81.13
20/02/2015,109.28,65.03,41.77,211.239,151.38,122.38,19.09,55.94,12.33,68.43,81.72
21/02/2015,,,,,,,,,,,
22/02/2015,,,,,,,,,,,
23/02/2015,109.27,64.8,41.37,211.209,151.41,122.5,19.05,55.67,12.26,68.09,81.04
24/02/2015,109.52,65.2,41.94,211.81,151.59,122.66,19.18,56.05,12.32,68.8099,81.86
25/02/2015,109.48,65.25,41.8,211.63,151.41,122.8,19.19,56.1,12.29,68.81,81.58
26/02/2015,109.41,65.07,41.77,211.38,151.13,123.25,19.12,55.81,12.4,68.86,82.3
27/02/2015,109.02,65.1,41.8,210.66,150.45,122.58,19.1,55.89,12.35,68.61,82.1
28/02/2015,,,,,,,,,,,
01/03/2015,,,,,,,,,,,
02/03/2015,109.69,65.2,41.74,211.99,151.62,123.47,19.13,55.97,12.38,68.508,82.29
03/03/2015,109.24,64.8,41.36,211.12,150.86,122.74,18.95,55.5,12.32,67.915,80.8
04/03/2015,108.8,64.54,40.88,210.2301,150.23,122.36,18.86,55.3,12.26,67.34,80.37
05/03/2015,108.97,64.69,40.8,210.46,150.36,122.72,18.96,55.47,12.33,67.294,80.47
06/03/2015,107.46,63.81,40.14,207.5,148.59,121.17,18.54,54.42,12.31,66.4121,79.68
07/03/2015,,,,,,,,,,,
08/03/2015,,,,,,,,,,,
09/03/2015,107.86,63.91,39.98,208.36,149.15,121.7,18.63,54.64,12.27,66.51,80.08
10/03/2015,106.22,62.52,39.151,204.98,147.26,120.3,18.12,53.31,12.09,66.51,78.5
11/03/2015,106.14,62.68,39.46,204.5,148.34,121.04,17.98,53.34,12.2,65.49,78.57
12/03/2015,107.47,63.46,39.68,207.1,149.98,123.05,18.08,53.79,12.47,66.2025,79
13/03/2015,106.87,63.09,39.2,205.8272,149.07,122.61,17.89,53.41,12.48,65.52,79.15
14/03/2015,,,,,,,,,,,
15/03/2015,,,,,,,,,,,
16/03/2015,108.21,63.8,39.66,208.58,150.8,123.33,18.08,54.12,12.53,66.2835,80.29
17/03/2015,108,63.64,39.91,207.96,151.12,123.66,18.11,53.97,12.56,66.32,80.55
18/03/2015,109.24,65,40.94,210.46,152.63,124.65,18.64,55.22,12.755,67.611,81.94
19/03/2015,108.85,64.24,40.22,209.5,152.22,124.89,18.39,54.46,12.61,66.93,81.95
20/03/2015,109.76,65.66,40.72,210.41,153.69,125.99,18.82,55.87,12.81,67.83,82.4
21/03/2015,,,,,,,,,,,
22/03/2015,,,,,,,,,,,
23/03/2015,109.57,65.99,40.84,210,153.77,125.88,18.85,56.12,12.87,67.5228,82.3
24/03/2015,108.99,65.85,41,208.82,153.04,125.85,18.67,56.05,12.84,67.66,82.19
25/03/2015,106.79,65.54,40.22,205.76,150.09,122.47,18.6,55.39,12.81,67.25,81.14
26/03/2015,106.58,64.97,39.99,205.27,149.72,122.32,18.38,54.84,12.68,67,81.19
27/03/2015,106.87,65.14,40.08,205.74,150.42,123.1,18.34,55,12.73,67.08,82.41
28/03/2015,,,,,,,,,,,
29/03/2015,,,,,,,,,,,
30/03/2015,108.23,65.18,40.9,208.25,152.48,124.77,18.32,55.12,12.78,67.6,85.24
31/03/2015,107.25,64.17,40.87,206.43,151.98,124.37,18.01,54.22,12.53,67.1195,84.64
01/04/2015,107.05,64.63,41.42,205.7,151.47,124.42,18.13,54.75,12.58,67.5075,85.99
02/04/2015,107.39,65.19,42.06,206.435,152,124.65,18.22,55.25,12.69,68.2099,87.12
03/04/2015,,,,,,,,,,,
04/04/2015,,,,,,,,,,,
05/04/2015,,,,,,,,,,,
06/04/2015,108.13,65.85,42.57,207.83,153.38,125.2,18.38,55.74,12.84,69.07,88.04
07/04/2015,107.77,65.76,42.47,207.28,152,124.4,18.45,55.59,12.9,68.7832,88.08
08/04/2015,108.23,66.04,43.33,207.975,152.81,125.47,18.59,55.74,12.92,70.22,93.87
09/04/2015,108.61,66.13,43.89,208.9,152.8,125.02,18.58,55.73,12.92,70.99,97.4
10/04/2015,109.12,66.26,43.8,210.04,153.09,125.62,18.63,55.89,12.94,70.63,96.44
11/04/2015,,,,,,,,,,,
12/04/2015,,,,,,,,,,,
13/04/2015,108.69,65.84,43.65,209.09,152.58,125.7,18.57,55.61,12.85,70.4516,97.47
